UsageID,ZoneID,Date,TotalUsageGB,PeakUsageGB
734,2,2023-09-02,283.81,422.94
735,3,2023-09-02,256.02,423.43
736,1,2023-09-03,256.81,439.5
737,2,2023-09-03,227.13,348.09
738,3,2023-09-03,232.23,428.14
739,1,2023-09-04,239.19,461.16
740,2,2023-09-04,272.5,410.41
741,3,2023-09-04,199.23,292.7
742,1,2023-09-05,215.0,339.87
743,2,2023-09-05,211.14,352.64
744,3,2023-09-05,225.65,396.65
745,1,2023-09-06,269.79,446.59
746,2,2023-09-06,265.3,412.41
747,3,2023-09-06,229.32,346.6
748,1,2023-09-07,197.54,332.72
749,2,2023-09-07,244.51,444.49
750,3,2023-09-07,235.91,352.83
751,1,2023-09-08,239.24,443.33
752,2,2023-09-08,251.72,457.87
753,3,2023-09-08,248.39,484.33
754,1,2023-09-09,218.05,351.26
755,2,2023-09-09,226.68,421.53
756,3,2023-09-09,259.0,384.46
757,1,2023-09-10,242.51,400.96
758,2,2023-09-10,213.22,365.39
759,3,2023-09-10,169.59,296.16
760,1,2023-09-11,217.24,392.82
761,2,2023-09-11,281.51,437.78
762,3,2023-09-11,234.8,452.55
763,1,2023-09-12,255.52,496.57
764,2,2023-09-12,206.35,299.77
765,3,2023-09-12,236.95,323.05
766,1,2023-09-13,168.24,271.46
767,2,2023-09-13,250.88,486.13
768,3,2023-09-13,211.6,278.4
769,1,2023-09-14,242.22,326.54
770,2,2023-09-14,338.75,527.1
771,3,2023-09-14,248.34,478.9
772,1,2023-09-15,154.13,298.26
773,2,2023-09-15,233.12,444.65
774,3,2023-09-15,243.04,412.57
775,1,2023-09-16,256.84,437.34
776,2,2023-09-16,210.58,326.62
777,3,2023-09-16,226.61,439.47
778,1,2023-09-17,253.69,355.89
779,2,2023-09-17,290.07,551.23
780,3,2023-09-17,253.26,486.43
781,1,2023-09-18,198.5,286.29
782,2,2023-09-18,254.8,411.16
783,3,2023-09-18,274.02,452.79
784,1,2023-09-19,255.37,457.31
785,2,2023-09-19,223.57,418.22
786,3,2023-09-19,255.67,409.36
787,1,2023-09-20,248.06,480.0
788,2,2023-09-20,225.46,412.93
789,3,2023-09-20,251.71,335.25
790,1,2023-09-21,236.49,402.64
791,2,2023-09-21,252.35,355.06
792,3,2023-09-21,217.35,418.54
793,1,2023-09-22,221.55,428.71
794,2,2023-09-22,303.91,431.85
795,3,2023-09-22,229.36,322.85
796,1,2023-09-23,256.91,488.94
797,2,2023-09-23,196.27,345.64
798,3,2023-09-23,234.63,446.53
799,1,2023-09-24,195.83,292.49
800,2,2023-09-24,225.62,401.1
801,3,2023-09-24,260.03,341.88
802,1,2023-09-25,252.52,352.51
803,2,2023-09-25,195.81,316.23
804,3,2023-09-25,266.36,519.13
805,1,2023-09-26,253.05,471.41
806,2,2023-09-26,223.09,308.83
807,3,2023-09-26,276.11,398.9
808,1,2023-09-27,258.75,360.81
809,2,2023-09-27,248.68,395.34
810,3,2023-09-27,238.01,392.62
811,1,2023-09-28,218.81,413.16
812,2,2023-09-28,297.03,549.79
813,3,2023-09-28,258.57,489.52
814,1,2023-09-29,255.75,429.69
815,2,2023-09-29,260.35,381.59
816,3,2023-09-29,193.12,276.99
817,1,2023-09-30,315.95,510.48
818,2,2023-09-30,248.55,463.4
819,3,2023-09-30,255.21,362.16
820,1,2023-10-01,251.8,382.37
821,2,2023-10-01,249.96,333.69
822,3,2023-10-01,226.58,397.83
823,1,2023-10-02,274.81,364.91
824,2,2023-10-02,225.67,346.57
825,3,2023-10-02,239.13,317.23
826,1,2023-10-03,274.08,529.04
827,2,2023-10-03,197.79,352.51
828,3,2023-10-03,193.49,315.0
829,1,2023-10-04,260.65,396.86
830,2,2023-10-04,293.71,513.15
831,3,2023-10-04,249.5,383.86
832,1,2023-10-05,223.69,353.81
833,2,2023-10-05,222.11,294.1
834,3,2023-10-05,264.39,505.68
835,1,2023-10-06,269.27,410.94
836,2,2023-10-06,260.51,365.98
837,3,2023-10-06,219.37,327.12
838,1,2023-10-07,290.48,498.04
839,2,2023-10-07,258.43,493.99
840,3,2023-10-07,217.73,387.97
841,1,2023-10-08,162.32,247.19
842,2,2023-10-08,317.11,580.77
843,3,2023-10-08,248.69,477.06
844,1,2023-10-09,272.22,358.14
845,2,2023-10-09,189.55,358.17
846,3,2023-10-09,262.39,466.4
847,1,2023-10-10,221.95,331.73
848,2,2023-10-10,258.92,468.09
849,3,2023-10-10,269.22,519.72
850,1,2023-10-11,221.25,422.36
851,2,2023-10-11,233.78,390.75
852,3,2023-10-11,197.87,314.08
853,1,2023-10-12,282.25,504.44
854,2,2023-10-12,262.42,385.01
855,3,2023-10-12,257.12,358.81
856,1,2023-10-13,265.33,480.49
857,2,2023-10-13,252.94,492.55
858,3,2023-10-13,239.01,406.89
859,1,2023-10-14,231.91,313.21
860,2,2023-10-14,272.14,537.82
861,3,2023-10-14,251.62,500.28
862,1,2023-10-15,245.73,361.55
863,2,2023-10-15,245.86,360.18
864,3,2023-10-15,272.34,369.67
865,1,2023-10-16,298.28,522.52
866,2,2023-10-16,274.98,473.95
867,3,2023-10-16,257.57,373.44
868,1,2023-10-17,320.89,553.18
869,2,2023-10-17,234.35,397.35
870,3,2023-10-17,201.86,381.9
871,1,2023-10-18,235.2,452.73
872,2,2023-10-18,255.4,490.49
873,3,2023-10-18,244.5,405.17
874,1,2023-10-19,223.87,392.73
875,2,2023-10-19,252.63,467.82
876,3,2023-10-19,247.07,324.14
877,1,2023-10-20,214.96,421.52
878,2,2023-10-20,197.87,381.48
879,3,2023-10-20,287.9,465.67
880,1,2023-10-21,236.11,377.96
881,2,2023-10-21,267.88,529.21
882,3,2023-10-21,270.81,361.12
883,1,2023-10-22,236.25,409.9
884,2,2023-10-22,283.89,447.31
885,3,2023-10-22,200.13,386.02
886,1,2023-10-23,266.12,461.16
887,2,2023-10-23,197.11,297.17
888,3,2023-10-23,241.77,432.09
889,1,2023-10-24,293.01,583.45
890,2,2023-10-24,190.23,289.38
891,3,2023-10-24,198.78,270.92
892,1,2023-10-25,224.02,438.68
893,2,2023-10-25,269.16,354.42
894,3,2023-10-25,292.28,550.45
895,1,2023-10-26,229.76,400.8
896,2,2023-10-26,256.65,473.17
897,3,2023-10-26,313.97,485.93
898,1,2023-10-27,230.68,420.58
899,2,2023-10-27,260.52,344.48
900,3,2023-10-27,252.44,377.55
901,1,2023-10-28,260.64,371.21
902,2,2023-10-28,216.73,329.35
903,3,2023-10-28,230.94,348.2
904,1,2023-10-29,247.17,360.38
905,2,2023-10-29,267.52,445.2
906,3,2023-10-29,259.67,472.05
907,1,2023-10-30,302.68,491.23
908,2,2023-10-30,204.63,309.31
909,3,2023-10-30,236.41,453.1
910,1,2023-10-31,226.97,438.29
911,2,2023-10-31,237.24,456.83
912,3,2023-10-31,272.19,384.25
913,1,2023-11-01,241.94,425.18
914,2,2023-11-01,275.76,503.65
915,3,2023-11-01,248.6,432.53
916,1,2023-11-02,242.17,416.61
917,2,2023-11-02,264.34,381.44
918,3,2023-11-02,279.21,515.78
919,1,2023-11-03,258.55,420.43
920,2,2023-11-03,265.81,496.04
921,3,2023-11-03,219.63,298.09
922,1,2023-11-04,250.6,395.5
923,2,2023-11-04,285.42,477.29
924,3,2023-11-04,287.76,462.26
925,1,2023-11-05,264.03,396.65
926,2,2023-11-05,258.17,436.96
927,3,2023-11-05,240.72,356.63
928,1,2023-11-06,275.49,528.26
929,2,2023-11-06,256.65,449.43
930,3,2023-11-06,259.11,432.35
931,1,2023-11-07,209.99,416.06
932,2,2023-11-07,229.71,380.02
933,3,2023-11-07,256.33,469.36
934,1,2023-11-08,226.02,432.93
935,2,2023-11-08,262.28,489.3
936,3,2023-11-08,237.92,413.16
937,1,2023-11-09,280.23,541.93
938,2,2023-11-09,220.93,430.89
939,3,2023-11-09,226.17,328.97
940,1,2023-11-10,277.35,431.26
941,2,2023-11-10,237.48,345.56
942,3,2023-11-10,234.44,321.36
943,1,2023-11-11,201.68,402.58
944,2,2023-11-11,261.97,417.45
945,3,2023-11-11,269.29,500.01
946,1,2023-11-12,259.31,484.79
947,2,2023-11-12,217.74,409.81
948,3,2023-11-12,254.33,480.55
949,1,2023-11-13,297.37,576.71
950,2,2023-11-13,267.25,447.13
951,3,2023-11-13,282.3,474.54
952,1,2023-11-14,256.93,481.23
953,2,2023-11-14,239.71,479.0
954,3,2023-11-14,282.94,534.14
955,1,2023-11-15,233.77,331.15
956,2,2023-11-15,298.6,459.43
957,3,2023-11-15,232.06,334.65
958,1,2023-11-16,278.38,410.53
959,2,2023-11-16,244.15,331.59
960,3,2023-11-16,175.44,237.46
961,1,2023-11-17,292.65,520.45
962,2,2023-11-17,211.53,375.46
963,3,2023-11-17,272.76,499.13
964,1,2023-11-18,255.84,419.82
965,2,2023-11-18,323.48,497.94
966,3,2023-11-18,196.65,379.35
967,1,2023-11-19,320.81,465.99
968,2,2023-11-19,263.05,391.08
969,3,2023-11-19,253.26,388.39
970,1,2023-11-20,190.8,297.13
971,2,2023-11-20,175.88,324.33
972,3,2023-11-20,274.27,495.29
973,1,2023-11-21,223.0,308.45
974,2,2023-11-21,269.19,442.52
975,3,2023-11-21,242.94,326.33
976,1,2023-11-22,214.87,286.28
977,2,2023-11-22,202.19,376.9
978,3,2023-11-22,229.49,342.13
979,1,2023-11-23,233.94,394.67
980,2,2023-11-23,285.4,541.68
981,3,2023-11-23,241.44,436.4
982,1,2023-11-24,224.74,325.14
983,2,2023-11-24,279.97,407.18
984,3,2023-11-24,244.86,409.16
985,1,2023-11-25,238.4,347.99
986,2,2023-11-25,266.47,412.69
987,3,2023-11-25,227.94,407.27
988,1,2023-11-26,211.34,310.8
989,2,2023-11-26,297.58,437.33
990,3,2023-11-26,305.75,414.54
991,1,2023-11-27,277.78,410.61
992,2,2023-11-27,217.14,314.64
993,3,2023-11-27,295.98,399.65
994,1,2023-11-28,240.13,464.25
995,2,2023-11-28,291.21,512.25
996,3,2023-11-28,234.02,370.24
997,1,2023-11-29,260.71,352.05
998,2,2023-11-29,234.09,461.51
999,3,2023-11-29,203.65,294.43
1000,1,2023-11-30,237.51,321.14
1001,2,2023-11-30,310.0,508.12
1002,3,2023-11-30,244.0,386.32
1003,1,2023-12-01,283.96,520.29
1004,2,2023-12-01,251.67,478.46
1005,3,2023-12-01,252.26,364.78
1006,1,2023-12-02,237.34,336.99
1007,2,2023-12-02,212.3,420.87
1008,3,2023-12-02,274.25,377.61
1009,1,2023-12-03,239.31,378.57
1010,2,2023-12-03,293.46,546.0
1011,3,2023-12-03,258.91,410.88
1012,1,2023-12-04,243.84,361.76
1013,2,2023-12-04,259.91,416.95
1014,3,2023-12-04,276.54,492.95
1015,1,2023-12-05,234.0,353.85
1016,2,2023-12-05,286.66,380.28
1017,3,2023-12-05,177.47,330.67
1018,1,2023-12-06,229.97,310.12
1019,2,2023-12-06,293.62,583.0
1020,3,2023-12-06,231.48,462.35
1021,1,2023-12-07,243.75,397.01
1022,2,2023-12-07,259.72,509.4
1023,3,2023-12-07,258.24,355.72
1024,1,2023-12-08,249.56,389.07
1025,2,2023-12-08,228.8,355.9
1026,3,2023-12-08,297.64,403.53
1027,1,2023-12-09,288.79,475.12
1028,2,2023-12-09,197.84,287.09
1029,3,2023-12-09,259.9,414.93
1030,1,2023-12-10,212.83,337.15
1031,2,2023-12-10,268.68,402.7
1032,3,2023-12-10,283.2,471.55
1033,1,2023-12-11,221.48,439.57
1034,2,2023-12-11,253.58,383.29
1035,3,2023-12-11,259.56,356.94
1036,1,2023-12-12,242.32,455.4
1037,2,2023-12-12,248.76,421.48
1038,3,2023-12-12,268.75,466.91
1039,1,2023-12-13,248.95,332.4
1040,2,2023-12-13,254.8,404.27
1041,3,2023-12-13,298.11,549.63
1042,1,2023-12-14,297.32,498.85
1043,2,2023-12-14,243.34,424.36
1044,3,2023-12-14,275.29,507.85
1045,1,2023-12-15,309.73,433.35
1046,2,2023-12-15,275.77,444.02
1047,3,2023-12-15,246.65,475.85
1048,1,2023-12-16,285.76,569.13
1049,2,2023-12-16,290.42,532.65
1050,3,2023-12-16,199.55,268.83
1051,1,2023-12-17,243.37,330.87
1052,2,2023-12-17,273.92,471.67
1053,3,2023-12-17,305.38,593.5
1054,1,2023-12-18,286.86,565.18
1055,2,2023-12-18,325.79,600.97
1056,3,2023-12-18,249.47,485.51
1057,1,2023-12-19,213.02,353.99
1058,2,2023-12-19,264.27,469.17
1059,3,2023-12-19,278.07,555.08
1060,1,2023-12-20,274.5,525.88
1061,2,2023-12-20,220.69,333.54
1062,3,2023-12-20,231.37,315.69
1063,1,2023-12-21,289.62,471.63
1064,2,2023-12-21,236.98,376.58
1065,3,2023-12-21,246.26,401.78
1066,1,2023-12-22,300.28,494.09
1067,2,2023-12-22,231.42,386.4
1068,3,2023-12-22,260.44,409.12
1069,1,2023-12-23,273.64,358.65
1070,2,2023-12-23,260.47,464.58
1071,3,2023-12-23,274.99,533.94
1072,1,2023-12-24,246.0,343.25
1073,2,2023-12-24,240.12,425.55
1074,3,2023-12-24,241.16,393.19
1075,1,2023-12-25,237.27,389.98
1076,2,2023-12-25,282.86,388.61
1077,3,2023-12-25,257.81,499.65
1078,1,2023-12-26,158.08,310.49
1079,2,2023-12-26,263.53,358.32
1080,3,2023-12-26,238.71,442.49
1081,1,2023-12-27,207.71,343.48
1082,2,2023-12-27,266.74,510.36
1083,3,2023-12-27,290.95,578.02
1084,1,2023-12-28,324.15,509.89
1085,2,2023-12-28,269.63,496.84
1086,3,2023-12-28,285.08,432.86
1087,1,2023-12-29,291.99,507.47
1088,2,2023-12-29,270.16,479.04
1089,3,2023-12-29,227.55,415.18
1090,1,2023-12-30,260.96,466.18
1091,2,2023-12-30,183.21,323.7
1092,3,2023-12-30,256.78,459.65
1093,1,2023-12-31,214.3,424.08
1094,2,2023-12-31,232.28,460.65
1095,3,2023-12-31,272.36,465.54
1096,1,2024-01-01,201.62,264.09
1097,2,2024-01-01,197.8,369.84
1098,3,2024-01-01,194.99,353.59
1099,1,2024-01-02,207.41,351.2
1100,2,2024-01-02,244.09,325.07
1101,3,2024-01-02,198.93,369.85
1102,1,2024-01-03,160.99,282.06
1103,2,2024-01-03,230.26,396.33
1104,3,2024-01-03,212.78,317.42
1105,1,2024-01-04,260.04,489.41
1106,2,2024-01-04,201.69,337.17
1107,3,2024-01-04,207.8,405.01
1108,1,2024-01-05,199.67,329.49
1109,2,2024-01-05,232.72,450.41
1110,3,2024-01-05,141.07,267.52
1111,1,2024-01-06,225.28,407.11
1112,2,2024-01-06,209.71,327.83
1113,3,2024-01-06,224.63,411.81
1114,1,2024-01-07,165.76,292.71
1115,2,2024-01-07,181.81,312.42
1116,3,2024-01-07,211.48,276.49
1117,1,2024-01-08,195.43,386.76
1118,2,2024-01-08,191.74,374.61
1119,3,2024-01-08,223.6,409.92
1120,1,2024-01-09,208.41,371.38
1121,2,2024-01-09,253.28,436.13
1122,3,2024-01-09,182.2,337.8
1123,1,2024-01-10,210.59,308.85
1124,2,2024-01-10,214.83,351.21
1125,3,2024-01-10,229.87,334.47
1126,1,2024-01-11,222.48,376.27
1127,2,2024-01-11,210.27,352.99
1128,3,2024-01-11,218.51,390.94
1129,1,2024-01-12,152.66,241.97
1130,2,2024-01-12,220.53,415.07
1131,3,2024-01-12,158.74,218.91
1132,1,2024-01-13,261.24,360.65
1133,2,2024-01-13,208.64,362.42
1134,3,2024-01-13,188.9,375.77
1135,1,2024-01-14,228.95,456.87
1136,2,2024-01-14,177.03,346.5
1137,3,2024-01-14,176.87,239.42
1138,1,2024-01-15,193.58,259.77
1139,2,2024-01-15,212.18,397.46
1140,3,2024-01-15,186.76,341.9
1141,1,2024-01-16,204.21,368.4
1142,2,2024-01-16,199.05,372.03
1143,3,2024-01-16,172.87,257.5
1144,1,2024-01-17,241.66,454.41
1145,2,2024-01-17,155.73,297.0
1146,3,2024-01-17,213.69,399.97
1147,1,2024-01-18,246.41,338.18
1148,2,2024-01-18,204.13,395.04
1149,3,2024-01-18,216.6,411.22
1150,1,2024-01-19,221.88,334.54
1151,2,2024-01-19,245.82,392.88
1152,3,2024-01-19,192.57,294.79
1153,1,2024-01-20,206.97,345.62
1154,2,2024-01-20,157.76,208.82
1155,3,2024-01-20,224.25,336.99
1156,1,2024-01-21,234.51,458.0
1157,2,2024-01-21,192.9,347.86
1158,3,2024-01-21,203.35,382.63
1159,1,2024-01-22,205.87,389.6
1160,2,2024-01-22,244.59,385.73
1161,3,2024-01-22,191.8,286.84
1162,1,2024-01-23,171.72,284.44
1163,2,2024-01-23,196.18,356.0
1164,3,2024-01-23,229.18,400.44
1165,1,2024-01-24,183.88,265.62
1166,2,2024-01-24,172.95,316.63
1167,3,2024-01-24,211.5,300.3
1168,1,2024-01-25,174.24,250.59
1169,2,2024-01-25,204.59,381.88
1170,3,2024-01-25,201.57,274.47
1171,1,2024-01-26,211.65,309.55
1172,2,2024-01-26,211.71,404.63
1173,3,2024-01-26,219.62,413.31
1174,1,2024-01-27,235.93,318.88
1175,2,2024-01-27,170.1,314.2
1176,3,2024-01-27,175.13,319.82
1177,1,2024-01-28,195.21,318.52
1178,2,2024-01-28,223.1,292.95
1179,3,2024-01-28,204.35,345.46
1180,1,2024-01-29,208.58,348.9
1181,2,2024-01-29,163.98,298.82
1182,3,2024-01-29,187.99,293.88
1183,1,2024-01-30,240.69,435.21
1184,2,2024-01-30,231.73,314.47
1185,3,2024-01-30,157.35,221.25
1186,1,2024-01-31,226.91,421.15
1187,2,2024-01-31,228.41,447.3
1188,3,2024-01-31,198.99,266.45
1189,1,2024-02-01,154.52,245.05
1190,2,2024-02-01,248.34,429.96
1191,3,2024-02-01,218.01,398.9
1192,1,2024-02-02,254.73,503.25
1193,2,2024-02-02,170.33,301.71
1194,3,2024-02-02,146.36,194.31
1195,1,2024-02-03,248.63,376.46
1196,2,2024-02-03,278.49,474.11
1197,3,2024-02-03,223.58,346.19
1198,1,2024-02-04,205.77,350.11
1199,2,2024-02-04,237.79,449.79
1200,3,2024-02-04,257.48,436.61
1201,1,2024-02-05,233.53,456.37
1202,2,2024-02-05,145.17,260.9
1203,3,2024-02-05,178.11,294.33
1204,1,2024-02-06,219.45,323.03
1205,2,2024-02-06,223.37,403.77
1206,3,2024-02-06,283.28,412.86
1207,1,2024-02-07,173.47,341.91
1208,2,2024-02-07,244.46,396.31
1209,3,2024-02-07,182.84,340.87
1210,1,2024-02-08,226.15,296.37
1211,2,2024-02-08,192.27,302.67
1212,3,2024-02-08,206.21,291.3
1213,1,2024-02-09,218.24,285.64
1214,2,2024-02-09,209.46,386.5
1215,3,2024-02-09,247.11,398.46
1216,1,2024-02-10,192.69,351.8
1217,2,2024-02-10,258.95,429.65
1218,3,2024-02-10,219.96,389.21
1219,1,2024-02-11,163.09,298.46
1220,2,2024-02-11,202.87,334.58
1221,3,2024-02-11,157.18,302.83
1222,1,2024-02-12,182.89,337.08
1223,2,2024-02-12,247.52,457.14
1224,3,2024-02-12,151.07,224.09
1225,1,2024-02-13,208.13,398.42
1226,2,2024-02-13,231.27,373.9
1227,3,2024-02-13,190.15,255.59
1228,1,2024-02-14,202.48,329.46
1229,2,2024-02-14,213.47,398.28
1230,3,2024-02-14,196.91,375.49
1231,1,2024-02-15,187.69,254.83
1232,2,2024-02-15,226.49,401.05
1233,3,2024-02-15,236.27,419.75
1234,1,2024-02-16,213.42,372.57
1235,2,2024-02-16,177.14,319.78
1236,3,2024-02-16,260.58,501.87
1237,1,2024-02-17,189.42,306.2
1238,2,2024-02-17,220.19,348.47
1239,3,2024-02-17,154.13,260.6
1240,1,2024-02-18,205.83,383.47
1241,2,2024-02-18,227.79,340.16
1242,3,2024-02-18,203.04,335.22
1243,1,2024-02-19,241.6,426.99
1244,2,2024-02-19,225.31,431.88
1245,3,2024-02-19,196.24,306.05
1246,1,2024-02-20,225.39,297.6
1247,2,2024-02-20,244.02,450.88
1248,3,2024-02-20,240.26,336.26
1249,1,2024-02-21,242.31,459.74
1250,2,2024-02-21,165.81,314.11
1251,3,2024-02-21,159.41,259.04
1252,1,2024-02-22,181.18,255.79
1253,2,2024-02-22,216.41,340.03
1254,3,2024-02-22,167.47,226.96
1255,1,2024-02-23,265.15,526.49
1256,2,2024-02-23,193.07,306.87
1257,3,2024-02-23,262.11,417.32
1258,1,2024-02-24,214.62,368.76
1259,2,2024-02-24,231.69,315.97
1260,3,2024-02-24,185.79,276.81
1261,1,2024-02-25,177.86,269.46
1262,2,2024-02-25,243.01,351.03
1263,3,2024-02-25,202.93,277.34
1264,1,2024-02-26,189.76,377.62
1265,2,2024-02-26,218.74,326.2
1266,3,2024-02-26,153.31,223.99
1267,1,2024-02-27,184.0,260.49
1268,2,2024-02-27,251.24,361.86
1269,3,2024-02-27,215.28,379.47
1270,1,2024-02-28,240.54,327.39
1271,2,2024-02-28,171.58,237.65
1272,3,2024-02-28,219.6,360.08
1273,1,2024-02-29,158.34,282.27
1274,2,2024-02-29,245.8,461.95
1275,3,2024-02-29,248.8,471.19
1276,1,2024-03-01,231.11,460.57
1277,2,2024-03-01,186.86,296.96
1278,3,2024-03-01,220.97,402.52
1279,1,2024-03-02,206.01,354.67
1280,2,2024-03-02,226.5,410.21
1281,3,2024-03-02,189.37,371.18
1282,1,2024-03-03,218.21,370.73
1283,2,2024-03-03,173.7,227.22
1284,3,2024-03-03,174.59,326.0
1285,1,2024-03-04,211.77,393.63
1286,2,2024-03-04,214.4,416.16
1287,3,2024-03-04,189.54,374.67
1288,1,2024-03-05,217.19,327.58
1289,2,2024-03-05,215.71,306.98
1290,3,2024-03-05,270.03,424.71
1291,1,2024-03-06,258.7,386.84
1292,2,2024-03-06,198.47,395.92
1293,3,2024-03-06,227.55,378.96
1294,1,2024-03-07,248.88,452.89
1295,2,2024-03-07,180.02,249.9
1296,3,2024-03-07,227.31,368.4
1297,1,2024-03-08,243.65,410.27
1298,2,2024-03-08,240.75,448.77
1299,3,2024-03-08,165.33,257.3
1300,1,2024-03-09,271.22,407.42
1301,2,2024-03-09,199.28,384.54
1302,3,2024-03-09,232.97,353.13
1303,1,2024-03-10,181.18,249.7
1304,2,2024-03-10,207.92,290.77
1305,3,2024-03-10,242.14,433.8
1306,1,2024-03-11,248.58,471.04
1307,2,2024-03-11,195.3,385.34
1308,3,2024-03-11,190.86,262.37
1309,1,2024-03-12,238.07,443.81
1310,2,2024-03-12,217.56,427.44
1311,3,2024-03-12,188.41,345.09
1312,1,2024-03-13,241.65,380.41
1313,2,2024-03-13,200.42,301.66
1314,3,2024-03-13,195.37,268.05
1315,1,2024-03-14,233.4,335.22
1316,2,2024-03-14,210.94,418.63
1317,3,2024-03-14,263.63,363.39
1318,1,2024-03-15,212.44,404.38
1319,2,2024-03-15,184.0,303.45
1320,3,2024-03-15,221.53,393.29
1321,1,2024-03-16,163.02,246.54
1322,2,2024-03-16,189.12,316.57
1323,3,2024-03-16,263.59,517.73
1324,1,2024-03-17,202.76,289.09
1325,2,2024-03-17,127.99,202.28
1326,3,2024-03-17,288.8,526.53
1327,1,2024-03-18,188.14,310.7
1328,2,2024-03-18,212.17,387.86
1329,3,2024-03-18,172.43,251.63
1330,1,2024-03-19,253.85,436.27
1331,2,2024-03-19,194.21,374.25
1332,3,2024-03-19,209.87,336.44
1333,1,2024-03-20,248.0,433.45
1334,2,2024-03-20,226.3,424.68
1335,3,2024-03-20,184.66,344.18
1336,1,2024-03-21,216.39,336.3
1337,2,2024-03-21,194.36,291.01
1338,3,2024-03-21,225.31,358.28
1339,1,2024-03-22,217.63,388.52
1340,2,2024-03-22,223.94,413.03
1341,3,2024-03-22,178.41,270.25
1342,1,2024-03-23,214.24,315.52
1343,2,2024-03-23,223.89,377.65
1344,3,2024-03-23,230.44,338.86
1345,1,2024-03-24,223.97,311.35
1346,2,2024-03-24,181.2,292.98
1347,3,2024-03-24,160.05,311.93
1348,1,2024-03-25,246.02,335.63
1349,2,2024-03-25,242.13,344.72
1350,3,2024-03-25,209.69,364.79
1351,1,2024-03-26,240.8,462.22
1352,2,2024-03-26,220.18,427.2
1353,3,2024-03-26,177.66,247.97
1354,1,2024-03-27,224.39,412.73
1355,2,2024-03-27,169.43,299.48
1356,3,2024-03-27,200.41,369.24
1357,1,2024-03-28,224.48,315.2
1358,2,2024-03-28,194.23,269.9
1359,3,2024-03-28,197.65,379.52
1360,1,2024-03-29,187.75,349.58
1361,2,2024-03-29,249.06,443.83
1362,3,2024-03-29,170.23,338.9
1363,1,2024-03-30,208.29,408.71
1364,2,2024-03-30,195.0,326.14
1365,3,2024-03-30,194.51,291.7
1366,1,2024-03-31,236.52,455.56
1367,2,2024-03-31,243.32,352.77
1368,3,2024-03-31,229.61,337.27
1369,1,2024-04-01,245.78,356.91
1370,2,2024-04-01,203.57,360.14
1371,3,2024-04-01,249.88,399.77
1372,1,2024-04-02,172.38,255.32
1373,2,2024-04-02,257.94,471.99
1374,3,2024-04-02,251.77,472.23
1375,1,2024-04-03,198.57,348.74
1376,2,2024-04-03,175.86,311.84
1377,3,2024-04-03,190.8,264.81
1378,1,2024-04-04,226.13,361.84
1379,2,2024-04-04,177.67,237.89
1380,3,2024-04-04,228.29,351.27
1381,1,2024-04-05,216.86,407.2
1382,2,2024-04-05,217.86,372.4
1383,3,2024-04-05,248.03,348.56
1384,1,2024-04-06,243.82,362.92
1385,2,2024-04-06,199.62,302.86
1386,3,2024-04-06,246.51,421.43
1387,1,2024-04-07,250.0,330.18
1388,2,2024-04-07,227.81,443.49
1389,3,2024-04-07,220.64,304.69
1390,1,2024-04-08,253.11,438.98
1391,2,2024-04-08,197.29,385.26
1392,3,2024-04-08,226.65,394.23
1393,1,2024-04-09,289.23,482.99
1394,2,2024-04-09,257.63,351.48
1395,3,2024-04-09,211.29,320.35
1396,1,2024-04-10,227.96,355.06
1397,2,2024-04-10,179.52,313.09
1398,3,2024-04-10,145.75,235.74
1399,1,2024-04-11,206.11,313.1
1400,2,2024-04-11,229.09,337.31
1401,3,2024-04-11,190.01,362.84
1402,1,2024-04-12,201.29,330.9
1403,2,2024-04-12,260.82,394.83
1404,3,2024-04-12,239.9,458.53
1405,1,2024-04-13,282.29,372.24
1406,2,2024-04-13,197.15,314.56
1407,3,2024-04-13,250.15,481.47
1408,1,2024-04-14,206.71,351.23
1409,2,2024-04-14,188.08,260.43
1410,3,2024-04-14,238.12,419.58
1411,1,2024-04-15,203.15,392.32
1412,2,2024-04-15,216.54,289.24
1413,3,2024-04-15,226.43,361.78
1414,1,2024-04-16,263.17,467.22
1415,2,2024-04-16,296.61,505.87
1416,3,2024-04-16,206.3,355.01
1417,1,2024-04-17,189.8,366.63
1418,2,2024-04-17,177.84,300.09
1419,3,2024-04-17,220.82,325.9
1420,1,2024-04-18,221.36,376.2
1421,2,2024-04-18,223.4,320.27
1422,3,2024-04-18,195.75,310.83
1423,1,2024-04-19,180.68,330.04
1424,2,2024-04-19,229.76,375.77
1425,3,2024-04-19,208.58,382.99
1426,1,2024-04-20,242.46,319.31
1427,2,2024-04-20,255.42,480.62
1428,3,2024-04-20,225.37,382.26
1429,1,2024-04-21,259.97,436.72
1430,2,2024-04-21,238.14,443.19
1431,3,2024-04-21,187.47,344.37
1432,1,2024-04-22,229.49,355.84
1433,2,2024-04-22,211.92,311.55
1434,3,2024-04-22,247.01,373.49
1435,1,2024-04-23,213.62,389.58
1436,2,2024-04-23,180.67,318.37
1437,3,2024-04-23,237.52,469.18
1438,1,2024-04-24,261.95,492.94
1439,2,2024-04-24,240.7,460.42
1440,3,2024-04-24,207.53,389.59
1441,1,2024-04-25,255.68,388.82
1442,2,2024-04-25,222.62,343.75
1443,3,2024-04-25,214.47,376.56
1444,1,2024-04-26,221.73,337.99
