IncidentID,DeviceID,IncidentType,StartTime,EndTime,Severity
430,62,Downtime,2023-07-30,2023-07-30 02:13:00,High
431,214,Downtime,2023-05-05,2023-05-05 02:22:00,Low
432,319,Security Breach,2023-09-02,2023-09-02 09:15:00,High
433,466,Downtime,2023-05-17,2023-05-17 01:14:00,Low
434,29,Downtime,2023-12-18,2023-12-18 09:52:00,Low
435,230,Security Breach,2023-10-28,2023-10-28 01:31:00,Medium
436,407,Downtime,2023-04-10,2023-04-10 00:18:00,High
437,253,Downtime,2023-02-07,2023-02-07 02:16:00,Low
438,141,Downtime,2023-09-19,2023-09-19 07:08:00,Low
439,392,Security Breach,2023-01-19,2023-01-19 05:08:00,Medium
440,177,Security Breach,2023-09-30,2023-09-30 02:57:00,High
441,81,Downtime,2023-10-31,2023-10-31 08:59:00,Low
442,200,Security Breach,2023-08-19,2023-08-19 00:50:00,High
443,238,Downtime,2023-11-16,2023-11-16 01:23:00,Medium
444,77,Downtime,2023-01-24,2023-01-24 08:53:00,Low
445,33,Security Breach,2023-04-29,2023-04-29 06:12:00,Low
446,341,Security Breach,2023-09-11,2023-09-11 09:36:00,High
447,391,Security Breach,2023-04-04,2023-04-04 01:22:00,Medium
448,14,Downtime,2023-02-15,2023-02-15 01:24:00,Low
449,384,Security Breach,2023-05-15,2023-05-15 02:20:00,Low
450,239,Security Breach,2023-01-22,2023-01-22 04:45:00,Low
451,108,Downtime,2023-12-15,2023-12-15 06:42:00,Low
452,287,Security Breach,2023-09-03,2023-09-03 08:46:00,Medium
453,181,Security Breach,2023-06-25,2023-06-25 05:44:00,Medium
454,300,Downtime,2023-11-18,2023-11-18 01:49:00,Low
455,5,Security Breach,2023-02-13,2023-02-13 05:45:00,Low
456,96,Security Breach,2023-02-01,2023-02-01 07:06:00,Medium
457,431,Downtime,2023-02-06,2023-02-06 02:25:00,High
458,433,Downtime,2023-04-26,2023-04-26 04:39:00,Medium
459,269,Downtime,2023-08-11,2023-08-11 04:53:00,Medium
460,298,Downtime,2023-08-01,2023-08-01 01:39:00,High
461,232,Downtime,2023-09-14,2023-09-14 04:36:00,Low
462,86,Security Breach,2023-08-07,2023-08-07 06:44:00,High
463,156,Security Breach,2023-11-20,2023-11-20 04:56:00,Medium
464,145,Downtime,2023-08-28,2023-08-28 06:41:00,Medium
465,376,Downtime,2023-06-07,2023-06-07 02:05:00,Medium
466,27,Downtime,2023-03-21,2023-03-21 04:46:00,Low
467,108,Security Breach,2023-10-15,2023-10-15 03:24:00,Low
468,406,Security Breach,2023-12-27,2023-12-27 01:22:00,High
469,46,Downtime,2023-10-06,2023-10-06 06:38:00,Low
470,200,Downtime,2023-02-28,2023-02-28 05:31:00,Low
471,39,Security Breach,2023-09-10,2023-09-10 09:20:00,Low
472,435,Downtime,2023-09-16,2023-09-16 05:57:00,Medium
473,29,Security Breach,2023-06-26,2023-06-26 01:57:00,Low
474,463,Downtime,2023-12-07,2023-12-07 04:43:00,Low
475,350,Downtime,2023-07-23,2023-07-23 05:47:00,Low
476,315,Security Breach,2023-05-15,2023-05-15 01:13:00,Low
477,55,Security Breach,2023-08-26,2023-08-26 06:39:00,High
478,452,Security Breach,2023-09-26,2023-09-26 01:27:00,Medium
479,127,Downtime,2023-08-18,2023-08-18 08:37:00,Low
480,482,Downtime,2023-03-09,2023-03-09 00:26:00,Low
481,236,Downtime,2023-03-31,2023-03-31 07:15:00,High
482,195,Downtime,2023-09-27,2023-09-27 07:58:00,Low
483,78,Downtime,2023-03-03,2023-03-03 06:40:00,Medium
484,226,Downtime,2023-08-05,2023-08-05 09:29:00,High
485,83,Downtime,2023-06-19,2023-06-19 08:31:00,High
486,304,Downtime,2023-05-07,2023-05-07 03:56:00,Medium
487,433,Downtime,2023-08-30,2023-08-30 07:08:00,Medium
488,448,Security Breach,2023-10-13,2023-10-13 03:45:00,Low
489,65,Security Breach,2023-10-30,2023-10-30 06:31:00,Low
490,233,Security Breach,2023-07-29,2023-07-29 06:14:00,High
491,125,Security Breach,2023-09-27,2023-09-27 04:52:00,Low
492,21,Downtime,2023-06-30,2023-06-30 08:08:00,Low
493,154,Downtime,2023-06-11,2023-06-11 04:51:00,Low
494,322,Downtime,2023-08-01,2023-08-01 06:38:00,High
495,171,Downtime,2023-08-17,2023-08-17 08:08:00,Low
496,180,Security Breach,2023-08-29,2023-08-29 06:50:00,High
497,494,Downtime,2023-12-22,2023-12-22 04:11:00,High
498,294,Downtime,2023-04-18,2023-04-18 07:17:00,Medium
499,66,Downtime,2023-08-22,2023-08-22 02:27:00,High
500,309,Security Breach,2023-12-29,2023-12-29 07:28:00,Low
501,70,Downtime,2023-07-25,2023-07-25 08:26:00,Low
502,188,Downtime,2023-12-26,2023-12-26 07:34:00,Low
503,195,Security Breach,2023-12-30,2023-12-30 04:57:00,High
504,378,Downtime,2023-08-20,2023-08-20 04:58:00,High
505,205,Downtime,2023-11-04,2023-11-04 07:19:00,High
506,430,Security Breach,2023-05-10,2023-05-10 08:13:00,Low
507,294,Security Breach,2023-06-29,2023-06-29 07:53:00,Medium
508,206,Downtime,2023-05-26,2023-05-26 01:09:00,Medium
509,31,Downtime,2023-04-27,2023-04-27 03:14:00,Medium
510,187,Downtime,2023-09-09,2023-09-09 03:31:00,Low
511,439,Security Breach,2023-07-18,2023-07-18 06:01:00,Medium
512,283,Downtime,2023-05-28,2023-05-28 08:48:00,Low
513,285,Downtime,2023-09-23,2023-09-23 05:22:00,Medium
514,439,Downtime,2023-10-01,2023-10-01 07:35:00,Medium
515,40,Security Breach,2023-02-26,2023-02-26 08:33:00,High
516,191,Downtime,2023-03-26,2023-03-26 08:18:00,High
517,377,Downtime,2023-06-06,2023-06-06 03:20:00,Medium
518,274,Security Breach,2023-04-20,2023-04-20 03:21:00,Medium
519,488,Security Breach,2023-01-01,2023-01-01 03:41:00,High
520,157,Security Breach,2023-11-02,2023-11-02 00:56:00,Medium
521,32,Security Breach,2023-04-08,2023-04-08 09:05:00,Low
522,155,Downtime,2023-07-12,2023-07-12 07:33:00,Low
523,108,Downtime,2023-12-12,2023-12-12 03:32:00,High
524,418,Downtime,2023-01-01,2023-01-01 06:50:00,Medium
525,425,Downtime,2023-11-28,2023-11-28 08:18:00,Medium
526,185,Security Breach,2023-01-04,2023-01-04 09:37:00,High
527,91,Security Breach,2023-02-05,2023-02-05 01:09:00,Medium
528,347,Downtime,2023-10-09,2023-10-09 05:51:00,Low
529,257,Security Breach,2023-05-14,2023-05-14 06:17:00,Low
530,85,Downtime,2023-09-14,2023-09-14 01:23:00,High
531,417,Downtime,2023-05-04,2023-05-04 03:27:00,Low
532,74,Security Breach,2023-08-05,2023-08-05 03:37:00,Medium
533,416,Security Breach,2023-12-18,2023-12-18 04:32:00,Medium
534,193,Security Breach,2023-02-20,2023-02-20 04:43:00,High
535,205,Downtime,2023-10-22,2023-10-22 06:59:00,Low
536,461,Security Breach,2023-12-25,2023-12-25 00:40:00,High
537,76,Downtime,2023-09-27,2023-09-27 00:37:00,Medium
538,394,Security Breach,2023-02-13,2023-02-13 08:18:00,High
539,348,Security Breach,2023-03-20,2023-03-20 03:12:00,Low
540,14,Downtime,2023-03-16,2023-03-16 04:15:00,Low
541,356,Downtime,2023-10-25,2023-10-25 05:01:00,Low
542,10,Downtime,2023-01-01,2023-01-01 02:04:00,High
543,276,Downtime,2023-12-31,2023-12-31 01:19:00,Low
544,387,Downtime,2023-11-02,2023-11-02 01:26:00,High
545,447,Downtime,2023-07-07,2023-07-07 09:51:00,High
546,369,Security Breach,2023-11-08,2023-11-08 07:14:00,Low
547,320,Security Breach,2023-08-21,2023-08-21 09:12:00,Medium
548,160,Downtime,2023-07-14,2023-07-14 00:31:00,Medium
549,116,Security Breach,2023-03-12,2023-03-12 05:18:00,Medium
550,111,Downtime,2023-11-20,2023-11-20 07:38:00,Medium
551,405,Downtime,2023-07-06,2023-07-06 05:09:00,Medium
552,487,Security Breach,2023-11-09,2023-11-09 05:25:00,Medium
553,155,Security Breach,2023-11-16,2023-11-16 05:26:00,Low
554,285,Security Breach,2023-03-07,2023-03-07 02:17:00,Medium
555,55,Downtime,2023-07-15,2023-07-15 00:41:00,Medium
556,449,Security Breach,2023-12-20,2023-12-20 05:31:00,High
557,35,Downtime,2023-03-19,2023-03-19 09:41:00,Low
558,37,Security Breach,2023-01-20,2023-01-20 08:26:00,Low
559,404,Security Breach,2023-08-08,2023-08-08 09:20:00,High
560,87,Security Breach,2023-02-01,2023-02-01 02:49:00,Low
561,227,Security Breach,2023-08-17,2023-08-17 04:26:00,Low
562,433,Downtime,2023-08-01,2023-08-01 09:40:00,High
563,18,Security Breach,2023-09-15,2023-09-15 09:16:00,Medium
564,490,Downtime,2023-02-19,2023-02-19 08:26:00,High
565,445,Downtime,2023-07-13,2023-07-13 08:47:00,Medium
566,375,Security Breach,2023-07-17,2023-07-17 05:22:00,High
567,285,Downtime,2023-05-30,2023-05-30 00:47:00,Medium
568,341,Security Breach,2023-09-03,2023-09-03 08:31:00,Low
569,138,Downtime,2023-04-22,2023-04-22 05:43:00,Low
570,359,Security Breach,2023-03-16,2023-03-16 04:22:00,High
571,71,Security Breach,2023-09-01,2023-09-01 00:14:00,High
572,328,Downtime,2023-11-03,2023-11-03 07:18:00,High
573,201,Downtime,2023-12-25,2023-12-25 09:13:00,High
574,245,Downtime,2023-12-13,2023-12-13 05:37:00,High
575,223,Downtime,2023-05-30,2023-05-30 07:58:00,Medium
576,211,Security Breach,2023-08-23,2023-08-23 04:25:00,Medium
577,373,Security Breach,2023-02-18,2023-02-18 08:16:00,High
578,492,Downtime,2023-04-29,2023-04-29 06:34:00,Low
579,488,Downtime,2023-09-27,2023-09-27 09:18:00,Low
580,238,Downtime,2023-02-23,2023-02-23 06:59:00,Low
581,120,Downtime,2023-09-28,2023-09-28 03:33:00,Low
582,148,Downtime,2023-05-01,2023-05-01 02:02:00,High
583,316,Downtime,2023-04-05,2023-04-05 01:43:00,High
584,203,Downtime,2023-05-24,2023-05-24 04:31:00,Low
585,454,Security Breach,2023-07-20,2023-07-20 03:53:00,Medium
586,41,Downtime,2023-01-22,2023-01-22 05:29:00,Medium
587,104,Security Breach,2023-03-28,2023-03-28 04:15:00,High
588,84,Security Breach,2023-09-25,2023-09-25 04:27:00,Medium
589,189,Downtime,2023-12-10,2023-12-10 09:25:00,Medium
590,118,Security Breach,2023-11-06,2023-11-06 07:48:00,Low
591,206,Downtime,2023-08-28,2023-08-28 03:03:00,Low
592,396,Downtime,2023-03-28,2023-03-28 06:05:00,Medium
593,425,Security Breach,2023-09-05,2023-09-05 05:29:00,High
594,247,Downtime,2023-01-15,2023-01-15 02:40:00,Medium
595,362,Security Breach,2023-03-31,2023-03-31 06:37:00,High
596,384,Downtime,2023-02-17,2023-02-17 00:42:00,Medium
597,236,Downtime,2023-06-04,2023-06-04 05:49:00,High
598,36,Security Breach,2023-10-12,2023-10-12 07:21:00,High
599,21,Security Breach,2023-05-18,2023-05-18 07:55:00,Medium
600,204,Security Breach,2023-12-24,2023-12-24 04:26:00,Medium
601,85,Security Breach,2023-01-03,2023-01-03 02:17:00,Low
602,390,Security Breach,2023-05-16,2023-05-16 02:03:00,Low
603,35,Security Breach,2023-11-25,2023-11-25 02:19:00,High
604,387,Security Breach,2023-01-05,2023-01-05 02:28:00,Medium
605,427,Downtime,2023-04-24,2023-04-24 07:13:00,High
606,349,Security Breach,2023-02-17,2023-02-17 06:54:00,Low
607,155,Downtime,2023-02-10,2023-02-10 06:43:00,High
608,484,Downtime,2023-02-20,2023-02-20 07:49:00,High
609,62,Security Breach,2023-03-23,2023-03-23 00:49:00,Medium
610,183,Downtime,2023-09-12,2023-09-12 02:21:00,Low
611,56,Downtime,2023-05-29,2023-05-29 03:56:00,Low
612,444,Security Breach,2023-08-14,2023-08-14 06:51:00,Low
613,338,Downtime,2023-12-23,2023-12-23 03:11:00,High
614,461,Downtime,2023-10-23,2023-10-23 06:52:00,Medium
615,78,Downtime,2023-05-02,2023-05-02 09:45:00,Low
616,452,Security Breach,2023-09-16,2023-09-16 07:24:00,Medium
617,65,Downtime,2023-10-29,2023-10-29 03:02:00,Medium
618,87,Security Breach,2023-09-20,2023-09-20 09:05:00,Medium
619,5,Downtime,2023-01-06,2023-01-06 00:44:00,High
620,481,Downtime,2023-08-05,2023-08-05 01:57:00,High
621,314,Downtime,2023-08-16,2023-08-16 09:06:00,Low
622,32,Downtime,2023-06-19,2023-06-19 04:04:00,Low
623,333,Security Breach,2023-02-01,2023-02-01 00:15:00,Medium
624,276,Downtime,2023-09-19,2023-09-19 09:14:00,Low
625,133,Security Breach,2023-09-17,2023-09-17 03:27:00,Low
626,193,Downtime,2023-01-23,2023-01-23 05:46:00,High
627,383,Security Breach,2023-10-29,2023-10-29 08:36:00,Low
628,21,Downtime,2023-08-21,2023-08-21 06:41:00,Low
629,167,Security Breach,2023-08-01,2023-08-01 08:12:00,High
630,291,Downtime,2023-01-04,2023-01-04 09:37:00,Medium
631,403,Security Breach,2023-10-24,2023-10-24 03:59:00,High
632,53,Security Breach,2023-07-12,2023-07-12 08:54:00,Low
633,326,Security Breach,2023-08-19,2023-08-19 09:03:00,Low
634,200,Downtime,2023-12-23,2023-12-23 01:00:00,Medium
635,315,Security Breach,2023-02-02,2023-02-02 01:59:00,Medium
636,377,Downtime,2023-03-14,2023-03-14 05:14:00,High
637,157,Downtime,2023-01-28,2023-01-28 01:33:00,High
638,226,Downtime,2023-11-22,2023-11-22 02:02:00,Low
639,246,Downtime,2023-01-05,2023-01-05 09:37:00,Medium
640,244,Security Breach,2023-09-30,2023-09-30 01:59:00,High
641,65,Security Breach,2023-07-18,2023-07-18 05:42:00,Low
642,62,Security Breach,2023-09-22,2023-09-22 04:33:00,Low
643,359,Downtime,2023-05-22,2023-05-22 08:49:00,High
644,308,Security Breach,2023-01-21,2023-01-21 09:36:00,Medium
645,318,Security Breach,2023-03-20,2023-03-20 04:07:00,Low
646,459,Downtime,2023-09-05,2023-09-05 05:22:00,Low
647,433,Downtime,2023-09-04,2023-09-04 02:33:00,Low
648,223,Downtime,2023-02-14,2023-02-14 01:21:00,Medium
649,168,Security Breach,2023-04-28,2023-04-28 09:38:00,Medium
650,293,Downtime,2023-03-14,2023-03-14 00:44:00,High
651,14,Security Breach,2023-11-08,2023-11-08 07:15:00,High
652,366,Security Breach,2023-03-11,2023-03-11 06:04:00,High
653,24,Downtime,2023-11-24,2023-11-24 08:37:00,High
654,347,Security Breach,2023-10-19,2023-10-19 04:36:00,Medium
655,297,Downtime,2023-07-16,2023-07-16 03:27:00,Medium
656,317,Security Breach,2023-07-18,2023-07-18 00:25:00,Medium
657,476,Security Breach,2023-01-11,2023-01-11 02:55:00,Low
658,479,Downtime,2023-12-07,2023-12-07 01:13:00,Medium
659,396,Downtime,2023-11-09,2023-11-09 01:42:00,Medium
660,135,Downtime,2023-09-04,2023-09-04 07:02:00,Low
661,314,Downtime,2023-03-15,2023-03-15 07:24:00,Low
662,368,Downtime,2023-06-01,2023-06-01 05:40:00,High
663,291,Security Breach,2024-01-01,2024-01-01 05:27:00,High
664,376,Security Breach,2023-12-12,2023-12-12 09:21:00,High
665,115,Security Breach,2023-01-10,2023-01-10 04:14:00,High
666,13,Security Breach,2023-04-30,2023-04-30 06:02:00,Medium
667,38,Downtime,2023-03-06,2023-03-06 07:19:00,High
668,73,Downtime,2023-11-07,2023-11-07 07:56:00,Medium
669,133,Downtime,2023-03-30,2023-03-30 03:53:00,Medium
670,28,Downtime,2023-03-20,2023-03-20 02:16:00,High
671,99,Security Breach,2023-12-21,2023-12-21 03:29:00,Medium
672,389,Security Breach,2023-11-11,2023-11-11 00:34:00,High
673,59,Downtime,2023-12-19,2023-12-19 04:08:00,Medium
674,59,Security Breach,2023-02-16,2023-02-16 04:17:00,Low
675,488,Downtime,2023-09-01,2023-09-01 07:36:00,Medium
676,212,Downtime,2023-11-17,2023-11-17 03:38:00,Low
677,296,Security Breach,2023-06-02,2023-06-02 06:53:00,Medium
678,89,Security Breach,2023-02-02,2023-02-02 09:02:00,High
679,68,Downtime,2023-04-01,2023-04-01 07:17:00,Low
680,176,Security Breach,2023-12-09,2023-12-09 07:48:00,Medium
681,1,Security Breach,2023-02-15,2023-02-15 02:12:00,Medium
682,253,Downtime,2023-11-16,2023-11-16 08:43:00,High
683,418,Downtime,2023-06-11,2023-06-11 05:40:00,Medium
684,37,Downtime,2023-02-14,2023-02-14 06:21:00,Medium
685,432,Security Breach,2023-07-14,2023-07-14 00:13:00,Low
686,294,Downtime,2023-04-17,2023-04-17 05:09:00,High
687,85,Security Breach,2023-03-01,2023-03-01 03:53:00,Low
688,263,Security Breach,2023-08-15,2023-08-15 08:48:00,Medium
689,42,Downtime,2023-08-07,2023-08-07 04:50:00,High
690,377,Security Breach,2023-08-20,2023-08-20 08:25:00,Medium
691,75,Security Breach,2023-12-23,2023-12-23 04:07:00,High
692,127,Security Breach,2023-02-02,2023-02-02 04:37:00,Medium
693,135,Security Breach,2023-07-29,2023-07-29 04:43:00,Low
694,372,Downtime,2023-11-19,2023-11-19 03:03:00,High
695,361,Downtime,2023-12-24,2023-12-24 08:56:00,Medium
696,119,Downtime,2023-07-25,2023-07-25 09:36:00,Low
697,72,Downtime,2023-01-23,2023-01-23 01:38:00,Medium
698,88,Downtime,2023-01-06,2023-01-06 04:32:00,High
699,4,Downtime,2023-12-24,2023-12-24 00:17:00,High
700,128,Downtime,2023-08-16,2023-08-16 07:05:00,Medium
701,402,Security Breach,2023-04-11,2023-04-11 09:07:00,Medium
702,113,Security Breach,2023-03-12,2023-03-12 01:15:00,Low
703,308,Downtime,2023-07-13,2023-07-13 02:35:00,High
704,468,Security Breach,2023-02-08,2023-02-08 01:54:00,High
705,356,Security Breach,2023-07-27,2023-07-27 01:37:00,High
706,51,Downtime,2023-06-06,2023-06-06 09:46:00,Low
707,250,Downtime,2023-12-15,2023-12-15 08:47:00,Medium
708,493,Downtime,2023-02-20,2023-02-20 05:16:00,Low
709,232,Security Breach,2023-07-26,2023-07-26 07:09:00,Low
710,341,Security Breach,2023-05-25,2023-05-25 03:21:00,High
711,319,Security Breach,2023-07-04,2023-07-04 03:08:00,High
712,104,Security Breach,2023-08-28,2023-08-28 09:03:00,Low
713,114,Downtime,2023-11-08,2023-11-08 04:35:00,Medium
714,207,Security Breach,2023-10-31,2023-10-31 05:52:00,Medium
715,198,Downtime,2023-09-12,2023-09-12 01:58:00,Low
716,374,Security Breach,2023-11-19,2023-11-19 09:33:00,Medium
717,19,Security Breach,2023-12-08,2023-12-08 01:07:00,High
718,315,Security Breach,2023-05-18,2023-05-18 08:38:00,Low
719,10,Security Breach,2023-08-27,2023-08-27 06:23:00,Medium
720,199,Security Breach,2023-06-14,2023-06-14 00:39:00,Medium
721,421,Security Breach,2023-09-08,2023-09-08 02:13:00,Low
722,446,Downtime,2023-10-16,2023-10-16 07:34:00,Low
723,476,Downtime,2023-09-02,2023-09-02 02:07:00,Low
724,143,Security Breach,2023-10-30,2023-10-30 04:46:00,High
725,146,Downtime,2023-01-09,2023-01-09 02:04:00,Medium
726,180,Security Breach,2023-05-08,2023-05-08 08:07:00,High
727,246,Downtime,2023-12-29,2023-12-29 01:57:00,Medium
728,191,Security Breach,2023-04-26,2023-04-26 04:58:00,Low
729,412,Security Breach,2023-05-05,2023-05-05 03:38:00,High
730,387,Downtime,2023-02-08,2023-02-08 01:58:00,Low
731,44,Security Breach,2023-09-19,2023-09-19 03:52:00,Low
732,440,Security Breach,2023-10-06,2023-10-06 08:28:00,High
733,231,Security Breach,2023-10-23,2023-10-23 05:56:00,Low
734,425,Security Breach,2023-12-20,2023-12-20 09:40:00,Medium
735,162,Downtime,2023-12-15,2023-12-15 08:59:00,High
736,203,Security Breach,2023-03-09,2023-03-09 08:38:00,Medium
737,110,Security Breach,2023-05-15,2023-05-15 01:42:00,Medium
738,423,Security Breach,2023-02-27,2023-02-27 03:05:00,High
739,41,Downtime,2023-03-26,2023-03-26 05:00:00,Low
740,490,Downtime,2023-05-29,2023-05-29 04:53:00,High
741,281,Downtime,2023-08-29,2023-08-29 06:55:00,Low
742,174,Security Breach,2023-10-20,2023-10-20 06:10:00,Low
743,33,Security Breach,2023-10-25,2023-10-25 01:09:00,High
744,235,Downtime,2023-11-21,2023-11-21 04:23:00,High
745,117,Security Breach,2023-10-03,2023-10-03 05:02:00,Medium
746,126,Security Breach,2023-09-10,2023-09-10 07:46:00,Low
747,424,Security Breach,2023-10-25,2023-10-25 02:07:00,Low
748,297,Downtime,2023-08-16,2023-08-16 03:28:00,Low
749,97,Security Breach,2023-04-20,2023-04-20 05:53:00,Low
750,316,Downtime,2023-03-25,2023-03-25 05:04:00,Low
751,481,Downtime,2023-11-11,2023-11-11 05:28:00,Medium
752,348,Downtime,2023-07-14,2023-07-14 09:49:00,Medium
753,194,Downtime,2023-06-09,2023-06-09 01:31:00,Medium
754,418,Downtime,2023-11-12,2023-11-12 01:01:00,Medium
755,227,Downtime,2023-03-29,2023-03-29 00:47:00,High
756,67,Downtime,2023-12-29,2023-12-29 02:10:00,High
757,207,Downtime,2023-01-15,2023-01-15 04:47:00,Low
758,263,Downtime,2023-05-27,2023-05-27 08:36:00,High
759,430,Security Breach,2023-08-12,2023-08-12 04:42:00,Low
760,173,Security Breach,2023-01-14,2023-01-14 06:25:00,Medium
761,124,Security Breach,2023-01-11,2023-01-11 05:15:00,High
762,362,Security Breach,2023-04-19,2023-04-19 05:48:00,High
763,358,Security Breach,2023-08-22,2023-08-22 05:16:00,Medium
764,141,Security Breach,2023-01-15,2023-01-15 01:04:00,High
765,157,Downtime,2023-07-26,2023-07-26 08:24:00,High
766,378,Security Breach,2023-12-26,2023-12-26 06:50:00,Medium
767,442,Downtime,2023-05-17,2023-05-17 09:02:00,Low
768,258,Security Breach,2023-06-21,2023-06-21 01:55:00,Low
769,444,Security Breach,2023-05-25,2023-05-25 07:30:00,High
770,240,Security Breach,2023-07-12,2023-07-12 05:46:00,High
771,30,Security Breach,2023-07-17,2023-07-17 09:47:00,Low
772,137,Downtime,2023-09-25,2023-09-25 06:03:00,High
773,19,Downtime,2023-07-10,2023-07-10 05:16:00,Low
774,485,Security Breach,2023-01-07,2023-01-07 09:46:00,Medium
775,446,Downtime,2023-03-16,2023-03-16 06:16:00,High
776,366,Security Breach,2023-08-17,2023-08-17 06:23:00,Medium
777,422,Downtime,2023-03-31,2023-03-31 02:57:00,Low
778,341,Security Breach,2023-10-17,2023-10-17 01:27:00,Low
779,437,Security Breach,2023-02-26,2023-02-26 01:07:00,Low
780,169,Downtime,2023-06-21,2023-06-21 04:13:00,High
781,57,Security Breach,2023-09-05,2023-09-05 06:04:00,Medium
782,34,Security Breach,2023-10-01,2023-10-01 00:22:00,Low
783,212,Security Breach,2023-06-21,2023-06-21 04:23:00,High
784,490,Security Breach,2023-09-15,2023-09-15 07:27:00,High
785,120,Security Breach,2023-03-06,2023-03-06 09:10:00,Low
786,246,Security Breach,2023-08-06,2023-08-06 07:46:00,Medium
787,279,Security Breach,2023-10-14,2023-10-14 02:41:00,High
788,172,Security Breach,2023-04-21,2023-04-21 01:44:00,Medium
789,62,Downtime,2023-08-10,2023-08-10 06:19:00,High
790,475,Security Breach,2023-09-16,2023-09-16 06:57:00,Low
791,160,Security Breach,2023-07-09,2023-07-09 00:43:00,Medium
792,485,Security Breach,2023-07-15,2023-07-15 08:53:00,High
793,239,Security Breach,2023-10-10,2023-10-10 00:37:00,Medium
794,386,Security Breach,2023-09-24,2023-09-24 03:55:00,Low
795,419,Security Breach,2023-09-01,2023-09-01 02:08:00,Medium
796,260,Security Breach,2023-03-30,2023-03-30 05:44:00,Medium
797,284,Security Breach,2023-11-04,2023-11-04 06:26:00,Low
798,417,Downtime,2023-12-30,2023-12-30 05:18:00,Low
799,333,Security Breach,2023-08-04,2023-08-04 09:34:00,Low
800,59,Security Breach,2023-07-28,2023-07-28 05:35:00,Medium
801,456,Downtime,2023-04-03,2023-04-03 06:23:00,Low
802,78,Security Breach,2023-06-13,2023-06-13 04:54:00,Low
803,343,Security Breach,2023-01-15,2023-01-15 03:19:00,High
804,395,Security Breach,2023-09-10,2023-09-10 03:10:00,Low
805,467,Downtime,2023-01-04,2023-01-04 08:35:00,High
806,295,Downtime,2023-03-18,2023-03-18 03:06:00,High
807,36,Downtime,2023-01-01,2023-01-01 08:44:00,Medium
808,20,Security Breach,2023-11-28,2023-11-28 09:46:00,Low
809,100,Security Breach,2023-06-24,2023-06-24 01:15:00,Medium
810,99,Security Breach,2023-06-30,2023-06-30 02:07:00,Medium
811,415,Downtime,2023-01-16,2023-01-16 01:07:00,High
812,58,Downtime,2023-01-07,2023-01-07 01:42:00,High
813,13,Security Breach,2023-11-12,2023-11-12 02:22:00,Medium
814,227,Downtime,2023-02-09,2023-02-09 04:33:00,Medium
815,96,Downtime,2023-07-27,2023-07-27 04:06:00,High
816,340,Downtime,2023-04-05,2023-04-05 01:05:00,Low
817,283,Downtime,2023-04-22,2023-04-22 04:40:00,High
818,493,Security Breach,2023-09-07,2023-09-07 07:22:00,Medium
819,120,Downtime,2023-01-12,2023-01-12 08:53:00,High
820,71,Downtime,2023-07-27,2023-07-27 03:30:00,High
821,330,Security Breach,2023-05-16,2023-05-16 04:35:00,High
822,395,Downtime,2024-01-01,2024-01-01 02:58:00,Low
823,166,Security Breach,2023-12-20,2023-12-20 02:47:00,High
824,249,Downtime,2023-09-27,2023-09-27 08:57:00,High
825,192,Downtime,2023-10-25,2023-10-25 03:17:00,High
826,148,Security Breach,2023-11-14,2023-11-14 08:14:00,High
827,265,Downtime,2023-02-05,2023-02-05 08:42:00,Low
828,321,Downtime,2023-05-09,2023-05-09 02:08:00,Medium
829,333,Downtime,2023-03-01,2023-03-01 03:16:00,Low
830,244,Downtime,2023-10-10,2023-10-10 04:00:00,High
831,203,Security Breach,2023-04-22,2023-04-22 04:38:00,Medium
832,490,Downtime,2023-06-24,2023-06-24 02:22:00,Low
833,208,Security Breach,2023-11-19,2023-11-19 05:47:00,Medium
834,232,Security Breach,2023-12-03,2023-12-03 04:27:00,Medium
835,328,Downtime,2023-02-08,2023-02-08 01:36:00,High
836,411,Security Breach,2023-08-30,2023-08-30 07:02:00,Medium
837,88,Security Breach,2023-06-21,2023-06-21 05:04:00,Medium
838,174,Downtime,2023-10-26,2023-10-26 08:25:00,Low
839,372,Security Breach,2023-06-15,2023-06-15 01:07:00,Medium
840,273,Downtime,2023-12-07,2023-12-07 01:30:00,High
841,342,Security Breach,2023-03-22,2023-03-22 04:16:00,High
842,92,Security Breach,2023-12-28,2023-12-28 00:45:00,Medium
843,433,Security Breach,2023-08-31,2023-08-31 08:12:00,High
844,486,Downtime,2023-01-23,2023-01-23 00:25:00,High
845,422,Security Breach,2023-06-19,2023-06-19 03:51:00,Medium
846,446,Downtime,2023-08-29,2023-08-29 01:24:00,High
847,184,Security Breach,2023-07-02,2023-07-02 08:28:00,High
848,67,Security Breach,2023-03-26,2023-03-26 02:25:00,Medium
849,259,Downtime,2023-08-15,2023-08-15 05:23:00,Low
850,449,Downtime,2023-09-14,2023-09-14 05:55:00,Medium
851,199,Security Breach,2023-03-08,2023-03-08 08:16:00,High
852,27,Downtime,2023-10-14,2023-10-14 05:50:00,Medium
853,342,Downtime,2023-08-16,2023-08-16 06:13:00,High
854,306,Downtime,2023-03-25,2023-03-25 00:15:00,High
855,327,Downtime,2023-02-13,2023-02-13 01:47:00,Low
856,328,Security Breach,2023-12-28,2023-12-28 01:33:00,High
857,105,Security Breach,2023-07-04,2023-07-04 09:27:00,Low
858,9,Downtime,2023-06-24,2023-06-24 04:22:00,Medium
859,246,Security Breach,2023-12-02,2023-12-02 01:18:00,High
